Итерация,Тип подвески,Xmech1,Xmech2,Xmech3,,Плавность хода,Энергопотребление,Угол крена,Угол дифферента,Проходимость,Итоговая Парето
522,Rocker Bogie,60.0,1.6,0.6,,11.0694,7474064.6643,0.1912,0.9551,0,751.5297
523,Rocker Bogie,70.0,1.6,0.6,,9.8575,375755.215,0.1676,0.5065,0,41.0046
524,Rocker Bogie,80.0,1.6,0.6,,11.2994,11119435.9668,1.7944,1.2884,1,100000000001117.48
525,Rocker Bogie,90.0,1.6,0.6,,11.4725,440705.9293,0.2343,0.7658,0,48.2124
526,Rocker Bogie,100.0,1.6,0.6,,11.2815,7983830.6492,0.1691,1.0546,0,802.6241
527,Rocker Bogie,10,1.6,0.8,,11.8001,8893321.9284,3.1416,1.3454,0,896.0131
528,Rocker Bogie,20.0,1.6,0.8,,10.3933,588963.2673,0.1354,0.9619,0,62.7825
529,Rocker Bogie,30.0,1.6,0.8,,11.2283,403233.6512,0.6615,0.9093,0,44.7914
530,Rocker Bogie,40.0,1.6,0.8,,13.1017,10332108.0984,3.1416,1.4446,0,1040.3516
531,Rocker Bogie,50.0,1.6,0.8,,10.9299,41179087.0634,1.6886,1.5494,0,4123.4543
532,Rocker Bogie,60.0,1.6,0.8,,12.9936,21647674.4548,3.1416,1.4721,0,2171.8951
533,Rocker Bogie,70.0,1.6,0.8,,10.8326,1614698.9186,0.3957,0.9982,0,165.6954
534,Rocker Bogie,80.0,1.6,0.8,,10.9623,504278.9931,0.1209,0.5822,0,54.2088
535,Rocker Bogie,90.0,1.6,0.8,,10.5612,356773.9067,0.0848,0.3482,0,39.1488
536,Rocker Bogie,100.0,1.6,0.8,,9.879,409204.0352,0.1455,0.2981,0,44.1946
537,Rocker Bogie,10,1.6,1.0,,12.3019,11096677.3052,3.1415,1.565,0,1116.6529
538,Rocker Bogie,20.0,1.6,1.0,,9.9866,385579.8834,0.234,0.771,0,42.2575
539,Rocker Bogie,30.0,1.6,1.0,,10.1309,379732.8278,0.2053,0.6665,0,41.6228
540,Rocker Bogie,40.0,1.6,1.0,,12.86,7925062.0167,3.1416,0.9556,0,799.2322
541,Rocker Bogie,50.0,1.6,1.0,,9.69,385638.7593,0.0926,0.6993,0,42.0253
542,Rocker Bogie,60.0,1.6,1.0,,10.2793,407306.7094,0.3278,0.9125,0,44.6826
543,Rocker Bogie,70.0,1.6,1.0,,10.215,402778.9329,0.6058,0.5115,0,44.1245
544,Rocker Bogie,80.0,1.6,1.0,,10.1874,442631.9188,0.2807,0.7694,0,48.0545
545,Rocker Bogie,90.0,1.6,1.0,,10.6434,510127.0595,0.2253,0.6952,0,54.8501
546,Rocker Bogie,100.0,1.6,1.0,,10.5209,374147.286,0.1154,0.3839,0,40.9205
547,Rocker Bogie,10,1.6,1.2,,10.5564,573118.9453,0.4778,0.8208,0,61.3878
548,Rocker Bogie,20.0,1.6,1.2,,29.4377,18932713.2541,3.1416,1.4163,0,1905.2932
549,Rocker Bogie,30.0,1.6,1.2,,9.5981,342013.1585,0.1671,0.6714,0,37.6677
550,Rocker Bogie,40.0,1.6,1.2,,11.497,2598574.672,2.6298,1.5609,0,266.2401
551,Rocker Bogie,50.0,1.6,1.2,,9.7911,359517.453,0.0747,0.3706,0,39.2008
552,Rocker Bogie,60.0,1.6,1.2,,11.0907,2389985.6387,0.1633,1.2085,0,243.286
553,Rocker Bogie,70.0,1.6,1.2,,10.8295,599276.4981,0.1183,1.1299,0,64.0502
554,Rocker Bogie,80.0,1.6,1.2,,10.214,345204.6829,0.0953,0.2875,0,37.8526
555,Rocker Bogie,90.0,1.6,1.2,,10.7794,2280576.9231,0.2263,0.9895,0,232.1426
556,Rocker Bogie,100.0,1.6,1.2,,13.465,13553270.4423,2.2611,0.7323,0,1361.462
557,Rocker Bogie,10,1.6,1.4,,10.0845,466496.0984,0.3914,0.6519,0,50.4053
558,Rocker Bogie,20.0,1.6,1.4,,9.8846,398161.0842,0.1277,0.6921,0,43.3553
559,Rocker Bogie,30.0,1.6,1.4,,10.859,607054.291,0.1425,1.2632,0,64.9471
560,Rocker Bogie,40.0,1.6,1.4,,26.3704,8212634.5745,1.4861,1.1224,0,831.0005
561,Rocker Bogie,50.0,1.6,1.4,,9.9817,331031.3107,0.0663,0.3857,0,36.4141
562,Rocker Bogie,60.0,1.6,1.4,,10.4016,536679.5745,0.4504,0.838,0,57.6903
563,Rocker Bogie,70.0,1.6,1.4,,10.6268,387463.7749,0.1077,0.4848,0,42.3491
564,Rocker Bogie,80.0,1.6,1.4,,10.4622,482123.056,0.2313,1.0057,0,52.2168
565,Rocker Bogie,90.0,1.6,1.4,,11.6043,38311590.4719,3.1416,1.2179,0,3837.692
566,Rocker Bogie,100.0,1.6,1.4,,10.0411,483954.6677,0.1621,0.6721,0,51.9918
567,Rocker Bogie,10,1.6,1.6,,9.8502,454473.993,0.1939,0.6879,0,49.0197
568,Rocker Bogie,20.0,1.6,1.6,,9.9424,428120.7724,0.1971,0.7948,0,46.4891
569,Rocker Bogie,30.0,1.6,1.6,,10.2482,340286.0958,0.0702,0.6869,0,37.6331
570,Rocker Bogie,40.0,1.6,1.6,,11.1972,586891.2474,0.131,1.0979,0,62.9085
571,Rocker Bogie,50.0,1.6,1.6,,10.198,340907.8914,0.08,0.7391,0,37.7236
572,Rocker Bogie,60.0,1.6,1.6,,9.8734,377942.8252,0.1332,0.69,0,41.3326
573,Rocker Bogie,70.0,1.6,1.6,,10.9464,524271.2592,0.3581,1.0425,0,56.6915
574,Rocker Bogie,80.0,1.6,1.6,,10.9274,608237.7847,0.2007,1.0109,0,64.9501
575,Rocker Bogie,90.0,1.6,1.6,,10.6078,13649949.5804,3.1415,1.2399,0,1371.2443
576,Rocker Bogie,100.0,1.6,1.6,,9.9387,483759.4345,0.1086,0.6589,0,51.8948
577,Torsion,0,0.02,0,,102.9136,44712607553.7102,3.1402,1.5426,1,100000004471294.9
578,Torsion,1.0,0.02,0,,99.9678,75444099390.8437,3.1416,1.4078,1,100000007544443.11
579,Torsion,2.0,0.02,0,,7.0654,135567419212.5679,0.2831,0.2274,1,100000013556744.39
580,Torsion,3.0,0.02,0,,157.2994,29639087095.7821,0.9632,0.4521,1,100000002963956.89
581,Torsion,4.0,0.02,0,,19.1954,123834345841.785,0.226,0.2333,1,100000012383440.67
582,Torsion,5.0,0.02,0,,73.5856,98008786764.46,3.1416,1.5429,1,100000009800904.03
583,Torsion,6.0,0.02,0,,25.568,133923993434.7659,0.2506,0.1871,1,100000013392407.31
584,Torsion,7.0,0.02,0,,113.9691,67129638688.8724,3.1416,1.1635,1,100000006713001.08
585,Torsion,8.0,0.02,0,,116.7739,60008636652.922,3.1416,0.5885,1,100000006000901.31
586,Torsion,9.0,0.02,0,,145.7719,79234559188.3558,3.1416,1.0642,1,100000007923502.6
587,Torsion,10.0,0.02,0,,8.0113,134905260589.2326,0.143,0.1676,1,100000013490528.69
588,Torsion,0,0.04,0,,10.2262,137636149180.0197,0.2306,0.2003,1,100000013763618.28
589,Torsion,1.0,0.04,0,,129.121,64235393203.0211,3.1416,1.0852,1,100000006423581.02
590,Torsion,2.0,0.04,0,,10.5643,123252916852.5354,0.201,0.394,1,100000012325295.27
591,Torsion,3.0,0.04,0,,11.698,115914249732.0784,0.1611,0.2977,1,100000011591428.8
592,Torsion,4.0,0.04,0,,12.3566,136292680536.1836,0.2404,0.233,1,100000013629272.1
593,Torsion,5.0,0.04,0,,107.7613,54940850443.5697,3.1416,1.0074,1,100000005494120.28
594,Torsion,6.0,0.04,0,,50.6531,85528443236.0402,0.8257,1.1497,1,100000008552860.9
595,Torsion,7.0,0.04,0,,17.648,134718818812.8406,0.2386,0.2039,1,100000013471887.48
596,Torsion,8.0,0.04,0,,104.7387,63192911263.4625,3.1416,0.8976,1,100000006319325.38
597,Torsion,9.0,0.04,0,,126.1768,64095569059.1494,3.1416,1.0824,1,100000006409597.72
598,Torsion,10.0,0.04,0,,135.3278,30411144362.9186,3.1416,1.5376,1,100000003041158.31
599,Torsion,0,0.06,0,,109.9368,78293676795.4517,3.1416,1.2837,1,100000007829403.77
600,Torsion,1.0,0.06,0,,127.607,62870270725.3903,3.1416,1.0071,1,100000006287068.27
601,Torsion,2.0,0.06,0,,7.6743,137272673541.7538,0.2769,0.3061,1,100000013727270.06
602,Torsion,3.0,0.06,0,,135.3804,58506360260.3868,3.1416,1.4904,1,100000005850679.88
603,Torsion,4.0,0.06,0,,7.4975,135947447676.1532,0.2112,0.1569,1,100000013594747.28
604,Torsion,5.0,0.06,0,,171.2747,64525698858.5108,3.1416,1.4298,0,6452624.4682
605,Torsion,6.0,0.06,0,,143.6775,53460448055.4656,3.1416,0.838,1,100000005346090.69
606,Torsion,7.0,0.06,0,,115.0412,108996446529.7056,3.1416,0.5006,1,100000010899681.72
607,Torsion,8.0,0.06,0,,192.9172,47051773029.6079,3.1414,1.4282,1,100000004705238.38
608,Torsion,9.0,0.06,0,,74.8753,59841112872.4126,3.1416,1.4053,1,100000005984136.94
609,Torsion,10.0,0.06,0,,20.7152,133802073500.0592,0.1994,0.2494,1,100000013380213.88
610,Torsion,0,0.08,0,,109.6036,46304807245.0429,3.1416,1.4332,1,100000004630516.81
611,Torsion,1.0,0.08,0,,6.3693,118183995703.5012,0.1245,0.1516,1,100000011818401.67
612,Torsion,2.0,0.08,0,,9.5859,128165026018.5591,0.1056,0.1966,1,100000012816505.69
613,Torsion,3.0,0.08,0,,142.7853,44678038070.4452,3.1415,1.513,1,100000004467849.9
614,Torsion,4.0,0.08,0,,98.5886,67471428830.2002,3.1416,1.3065,1,100000006747175.58
615,Torsion,5.0,0.08,0,,116.5468,78718223357.5374,3.1416,0.9122,1,100000007871860.14
616,Torsion,6.0,0.08,0,,143.6885,56046385803.6791,3.1416,1.1532,1,100000005604684.69
617,Torsion,7.0,0.08,0,,22.0774,124370007373.2161,0.242,0.3901,1,100000012437007.8
618,Torsion,8.0,0.08,0,,169.1316,50860127221.5716,3.1409,1.4856,1,100000005086066.7
619,Torsion,9.0,0.08,0,,88.7455,56741996748.3104,0.3855,0.465,1,100000005674226.89
620,Torsion,10.0,0.08,0,,24.6769,122709184111.8456,0.2519,0.2645,1,100000012270926.17
621,Torsion,0,0.1,0,,27.9451,102709655027.2209,0.2613,0.203,1,100000010270974.22
622,Torsion,1.0,0.1,0,,12.1316,120272002272.9835,0.2176,0.237,1,100000012027204.19
623,Torsion,2.0,0.1,0,,6.4793,137226251491.5648,0.1996,0.172,1,100000013722627.36
624,Torsion,3.0,0.1,0,,100.5059,80648519703.9907,0.8357,0.8666,1,100000008064883.31
625,Torsion,4.0,0.1,0,,6.664,105443183072.4682,0.1099,0.1558,1,100000010544320.5
626,Torsion,5.0,0.1,0,,178.3748,60647887368.811,0.9815,0.5525,1,100000006064843.33
627,Torsion,6.0,0.1,0,,99.1788,60878859567.5025,3.1416,0.8332,1,100000006087918.5
628,Torsion,7.0,0.1,0,,9.0004,136177027526.5314,0.1668,0.1774,1,100000013617705.69
629,Torsion,8.0,0.1,0,,19.5163,134076632351.1608,0.2234,0.2472,1,100000013407669.42
630,Torsion,9.0,0.1,0,,84.7862,74218640637.2304,0.3702,0.446,1,100000007421890.08
631,Torsion,10.0,0.1,0,,18.3536,133962497664.0402,0.2135,0.203,1,100000013396255.56
632,Torsion,0,0.12,0,,7.5604,137584055347.9586,0.0913,0.1181,1,100000013758407.95
633,Torsion,1.0,0.12,0,,8.5095,124304367185.296,0.0963,0.2518,1,100000012430439.52
634,Torsion,2.0,0.12,0,,104.8029,84879988163.3758,3.1416,0.8292,1,100000008488033.03
635,Torsion,3.0,0.12,0,,71.7863,62178246726.3732,3.1416,0.2575,1,100000006217848.6
636,Torsion,4.0,0.12,0,,9.2002,99906298252.593,0.1487,0.271,1,100000009990632.88
637,Torsion,5.0,0.12,0,,88.8878,153238451588.1679,3.1416,0.9626,1,100000015323874.7
638,Torsion,6.0,0.12,0,,59.9253,72704042992.2116,0.3198,0.8257,1,100000007270423.08
639,Torsion,7.0,0.12,0,,155.1773,39387088968.2362,3.1416,0.6278,1,100000003938758.1
640,Torsion,8.0,0.12,0,,15.7832,133692177467.2845,0.3865,0.1249,1,100000013369222.84
641,Torsion,9.0,0.12,0,,104.8414,51665430766.9151,3.1416,0.4421,1,100000005166577.03
642,Torsion,10.0,0.12,0,,135.4936,31986861885.2787,3.1416,1.5241,1,100000003198730.11
643,Torsion,0,0.14,0,,6.892,114069052032.9375,0.2494,0.2516,1,100000011406907.62
644,Torsion,1.0,0.14,0,,8.7046,109811688217.412,0.137,0.2809,1,100000010981171.72
645,Torsion,2.0,0.14,0,,9.4617,138976428885.2198,0.1384,0.3251,1,100000013897646.05
646,Torsion,3.0,0.14,0,,12.5143,125775199754.954,0.2599,0.1969,1,100000012577524.05
647,Torsion,4.0,0.14,0,,79.8614,74454560925.4936,3.1416,0.9105,1,100000007445482.89
648,Torsion,5.0,0.14,0,,11.3387,135316175748.6258,0.1396,0.1432,1,100000013531621.17
649,Torsion,6.0,0.14,0,,25.8363,133926198700.5498,0.1388,0.2785,1,100000013392627.9
650,Torsion,7.0,0.14,0,,73.5164,61463254467.4295,0.2626,0.5362,1,100000006146348.06
651,Torsion,8.0,0.14,0,,10.8639,134791475516.5767,0.148,0.2208,1,100000013479151.06
652,Torsion,9.0,0.14,0,,15.0279,134633087016.8231,0.1438,0.1571,1,100000013463313.42
653,Torsion,10.0,0.14,0,,7.1586,135401465957.28,0.1505,0.1044,1,100000013540148.92
654,Torsion,0,0.02,2.0,,8.3426,121591096578.8799,0.1543,0.319,1,100000012159112.48
655,Torsion,1.0,0.02,2.0,,15.5833,130459897461.0857,0.1602,0.4509,1,100000013045994.84
656,Torsion,2.0,0.02,2.0,,123.8474,73893713695.6833,3.1416,1.2183,1,100000007389411.58
657,Torsion,3.0,0.02,2.0,,14.5725,136838181716.3483,0.2284,0.2103,1,100000013683822.84
658,Torsion,4.0,0.02,2.0,,9.5895,128634138748.5516,0.2199,0.1757,1,100000012863417.03
659,Torsion,5.0,0.02,2.0,,142.8322,75199684667.1001,3.1416,0.8374,1,100000007520014.11
660,Torsion,6.0,0.02,2.0,,11.832,132360893148.9194,0.1597,0.1898,1,100000013236093.11
661,Torsion,7.0,0.02,2.0,,134.5169,62808203741.7328,3.1415,1.0228,1,100000006280863.64
662,Torsion,8.0,0.02,2.0,,142.5178,39522664288.9194,0.49,1.0912,1,100000003952310.3
663,Torsion,9.0,0.02,2.0,,226.4671,76922793139.3605,3.1416,1.5656,1,100000007692350.55
664,Torsion,10.0,0.02,2.0,,9.9115,134464292457.1162,0.1349,0.2733,1,100000013446432.5
665,Torsion,0,0.04,2.0,,7.7073,137281507017.9263,0.2238,0.2386,1,100000013728153.34
666,Torsion,1.0,0.04,2.0,,8.1505,133431204460.7228,0.1933,0.2063,1,100000013343123.17
667,Torsion,2.0,0.04,2.0,,13.9108,142443061035.6589,0.2946,0.4156,1,100000014244310.78
668,Torsion,3.0,0.04,2.0,,90.9979,107146663578.9714,0.6886,0.462,1,100000010714694.47
669,Torsion,4.0,0.04,2.0,,85.988,71748590151.0949,0.3424,0.3262,1,100000007174885.28
670,Torsion,5.0,0.04,2.0,,89.6464,94059063635.2091,0.2055,0.7982,1,100000009405933.95
671,Torsion,6.0,0.04,2.0,,45.9822,113201938190.6248,0.2302,0.3571,1,100000011320208.03
672,Torsion,7.0,0.04,2.0,,115.1038,52042110020.6272,3.1416,1.1807,1,100000005204248.56
673,Torsion,8.0,0.04,2.0,,129.2653,72474668663.5402,3.1416,1.426,1,100000007247508.84
674,Torsion,9.0,0.04,2.0,,69.3428,104707881530.1849,0.1622,0.1778,1,100000010470809.19
675,Torsion,10.0,0.04,2.0,,30.4608,31698842660.0549,0.3733,0.2888,1,100000003169893.88
676,Torsion,0,0.06,2.0,,9.0546,139635282815.9748,0.2014,0.3365,1,100000013963531.38
677,Torsion,1.0,0.06,2.0,,103.1423,93239630115.9986,3.1416,0.7768,1,100000009323996.7
678,Torsion,2.0,0.06,2.0,,54.926,124094188323.5006,0.1966,0.419,1,100000012409435.73
679,Torsion,3.0,0.06,2.0,,119.0857,93474360106.3017,0.9835,0.3322,1,100000009347472.66
680,Torsion,4.0,0.06,2.0,,146.3832,37804210345.81,1.8938,0.8942,1,100000003780466.9
681,Torsion,5.0,0.06,2.0,,94.0301,88862054282.4558,3.1416,1.5153,1,100000008886236.89
682,Torsion,6.0,0.06,2.0,,58.236,112974416310.8706,3.1416,0.7513,1,100000011297461.83
683,Torsion,7.0,0.06,2.0,,130.545,49164849456.7837,3.1416,1.2736,1,100000004916527.2
684,Torsion,8.0,0.06,2.0,,90.0832,75714045907.5176,3.1416,1.0669,1,100000007571434.56
685,Torsion,9.0,0.06,2.0,,67.4721,94667760850.5115,0.9768,0.8765,1,100000009466797.62
686,Torsion,10.0,0.06,2.0,,19.1758,133664509267.539,0.2882,0.1428,1,100000013366456.98
687,Torsion,0,0.08,2.0,,140.585,62539469042.6217,3.1415,1.0271,1,100000006253992.0
688,Torsion,1.0,0.08,2.0,,149.3661,58792909744.8083,0.668,0.5574,0,5879336.6421
689,Torsion,2.0,0.08,2.0,,9.9809,139065387024.6444,0.1524,0.2851,1,100000013906542.0
690,Torsion,3.0,0.08,2.0,,6.8499,127542007822.4492,0.1234,0.1674,1,100000012754203.05
691,Torsion,4.0,0.08,2.0,,12.5168,92108277523.6971,0.2568,0.1904,1,100000009210831.83
692,Torsion,5.0,0.08,2.0,,89.1087,80877373281.0835,0.6108,0.545,1,100000008087764.88
693,Torsion,6.0,0.08,2.0,,59.0565,118485275433.4261,0.219,0.2094,1,100000011848545.56
694,Torsion,7.0,0.08,2.0,,17.6604,134134496165.0326,0.2761,0.1419,1,100000013413455.2
695,Torsion,8.0,0.08,2.0,,10.0267,123497611100.8932,0.2174,0.1722,1,100000012349764.39
696,Torsion,9.0,0.08,2.0,,122.6581,55429242661.6232,3.1416,1.3056,1,100000005542964.17
697,Torsion,10.0,0.08,2.0,,15.2318,133623188579.827,0.1867,0.0987,1,100000013362323.62
698,Torsion,0,0.1,2.0,,11.1054,123066737502.3829,0.1509,0.217,1,100000012306677.34
699,Torsion,1.0,0.1,2.0,,5.7025,124572871909.3058,0.1012,0.1168,1,100000012457289.05
700,Torsion,2.0,0.1,2.0,,121.3318,64637443622.2366,3.1416,1.53,1,100000006463784.03
701,Torsion,3.0,0.1,2.0,,10.4701,125767404183.6504,0.1263,0.1789,1,100000012576743.77
702,Torsion,4.0,0.1,2.0,,121.0971,67281156745.002,3.1416,0.7649,1,100000006728154.73
703,Torsion,5.0,0.1,2.0,,7.1811,115948439149.5745,0.1168,0.1317,1,100000011594846.25
704,Torsion,6.0,0.1,2.0,,6.0442,133032926956.295,0.2579,0.3022,1,100000013303294.9
705,Torsion,7.0,0.1,2.0,,65.9461,124335172359.8723,0.3762,0.5158,1,100000012433537.64
706,Torsion,8.0,0.1,2.0,,70.0599,88595829336.9084,3.1416,0.3691,1,100000008859606.4
707,Torsion,9.0,0.1,2.0,,8.1488,135002658534.6988,0.178,0.1011,1,100000013500268.5
708,Torsion,10.0,0.1,2.0,,129.989,41027654185.1498,3.1416,1.4864,1,100000004102807.66
709,Torsion,0,0.12,2.0,,127.0219,75613957941.146,3.1416,1.3817,1,100000007561437.06
710,Torsion,1.0,0.12,2.0,,168.0052,52437404095.2674,3.1406,1.2102,1,100000005243793.86
711,Torsion,2.0,0.12,2.0,,159.3347,57328962367.1062,3.1416,1.0208,1,100000005732946.95
712,Torsion,3.0,0.12,2.0,,7.6561,137668857349.9648,0.2141,0.144,1,100000013766888.28
713,Torsion,4.0,0.12,2.0,,6.3593,122261713405.2754,0.1245,0.0802,1,100000012226173.39
714,Torsion,5.0,0.12,2.0,,154.1551,48189167756.6766,3.1416,0.8921,1,100000004818965.84
715,Torsion,6.0,0.12,2.0,,138.9698,34861622439.9757,3.1414,0.9744,1,100000003486206.81
716,Torsion,7.0,0.12,2.0,,92.0737,97923085376.4464,0.9265,0.7452,1,100000009792337.33
717,Torsion,8.0,0.12,2.0,,117.6978,66300994803.785,3.1416,1.5554,1,100000006630138.08
718,Torsion,9.0,0.12,2.0,,68.5366,78410125443.505,0.1446,0.9889,1,100000007841033.9
719,Torsion,10.0,0.12,2.0,,17.4919,133188970281.7625,0.1772,0.1354,1,100000013318902.5
720,Torsion,0,0.14,2.0,,8.2641,121328044044.0033,0.1131,0.2138,1,100000012132807.11
721,Torsion,1.0,0.14,2.0,,121.7341,78581798619.1448,3.1416,0.5412,1,100000007858218.95
722,Torsion,2.0,0.14,2.0,,126.5708,64067522775.9628,3.1416,1.3914,1,100000006406793.42
723,Torsion,3.0,0.14,2.0,,8.761,138369191780.8344,0.181,0.271,1,100000013836922.12
724,Torsion,4.0,0.14,2.0,,6.4377,124406981592.2832,0.0904,0.094,1,100000012440700.22
725,Torsion,5.0,0.14,2.0,,12.4571,135110718095.6224,0.1476,0.1724,1,100000013511075.77
726,Torsion,6.0,0.14,2.0,,8.9694,122896892850.6108,0.1387,0.1563,1,100000012289692.19
727,Torsion,7.0,0.14,2.0,,89.4814,91850722613.2355,0.7698,0.7065,1,100000009185100.14
728,Torsion,8.0,0.14,2.0,,11.4421,134942142830.2718,0.1282,0.1835,1,100000013494217.94
729,Torsion,9.0,0.14,2.0,,6.3067,135256010184.8368,0.1473,0.1499,1,100000013525603.12
730,Torsion,10.0,0.14,2.0,,8.3454,137118947908.744,0.1338,0.1237,1,100000013711897.47
731,Torsion,0,0.02,4.0,,241.6517,112273224377.5445,3.1413,1.5129,1,100000011227398.19
732,Torsion,1.0,0.02,4.0,,202.5155,120610304150.3098,3.1412,1.516,1,100000012061094.42
733,Torsion,2.0,0.02,4.0,,132.3274,76548717699.4731,3.1416,1.291,1,100000007654914.58
734,Torsion,3.0,0.02,4.0,,98.9979,162901473304.8213,3.1416,1.3499,1,100000016290180.17
735,Torsion,4.0,0.02,4.0,,20.8676,119160652235.0538,0.2032,0.4872,1,100000011916071.97
736,Torsion,5.0,0.02,4.0,,7.8289,120568268346.3372,0.1678,0.2072,1,100000012056829.45
737,Torsion,6.0,0.02,4.0,,160.1659,33151937895.0174,0.9938,0.7707,1,100000003315243.08
738,Torsion,7.0,0.02,4.0,,122.5176,49327985753.9936,3.1416,0.5449,1,100000004932837.9
739,Torsion,8.0,0.02,4.0,,196.7315,40702798609.2237,3.1416,1.4772,1,100000004070342.11
740,Torsion,9.0,0.02,4.0,,175.324,48738831746.5672,0.9777,0.7013,1,100000004873936.95
741,Torsion,10.0,0.02,4.0,,17.7574,136783100704.563,0.1518,0.2211,1,100000013678315.66
742,Torsion,0,0.04,4.0,,16.9899,87658249914.1826,1.2055,1.1133,1,100000008765831.72
743,Torsion,1.0,0.04,4.0,,8.9801,129336328827.112,0.1016,0.1708,1,100000012933635.77
744,Torsion,2.0,0.04,4.0,,57.6594,125188696250.1865,0.3876,0.6478,1,100000012518887.64
745,Torsion,3.0,0.04,4.0,,173.1037,101064118541.2044,3.1416,0.8469,1,100000010106466.58
746,Torsion,4.0,0.04,4.0,,77.041,103756718051.7548,3.1416,0.166,1,100000010375697.23
747,Torsion,5.0,0.04,4.0,,191.8856,57987357210.8112,3.1416,1.5566,1,100000005798796.58
748,Torsion,6.0,0.04,4.0,,152.4217,71197754013.7381,3.1416,1.4112,1,100000007119824.31
749,Torsion,7.0,0.04,4.0,,186.3571,81302394397.7881,3.1416,1.4945,1,100000008130298.6
750,Torsion,8.0,0.04,4.0,,124.7497,132260994578.7211,3.1416,0.4226,1,100000013226139.38
751,Torsion,9.0,0.04,4.0,,117.5329,64810865299.8238,3.1416,1.4341,1,100000006481125.0
752,Torsion,10.0,0.04,4.0,,18.0874,79383619725.8528,0.2506,0.7952,1,100000007938368.12
753,Torsion,0,0.06,4.0,,11.8202,136884471748.1133,0.1787,0.3646,1,100000013688451.1
754,Torsion,1.0,0.06,4.0,,105.9596,83173117533.0539,3.1416,1.3501,1,100000008317346.69
755,Torsion,2.0,0.06,4.0,,9.9264,117070083069.8742,0.2321,0.2425,1,100000011707011.61
756,Torsion,3.0,0.06,4.0,,112.7673,78830522687.7465,3.1416,1.4791,1,100000007883089.33
757,Torsion,4.0,0.06,4.0,,131.9994,81319261947.4732,3.1416,1.172,1,100000008131968.81
758,Torsion,5.0,0.06,4.0,,66.4217,82928441872.2331,0.3477,0.7689,1,100000008292864.89
759,Torsion,6.0,0.06,4.0,,18.8851,136008211794.904,0.3942,0.4792,1,100000013600827.45
760,Torsion,7.0,0.06,4.0,,163.5375,54153119253.5971,3.1416,1.2106,1,100000005415364.03
761,Torsion,8.0,0.06,4.0,,7.7511,136575185009.3136,0.2061,0.4277,1,100000013657521.27
762,Torsion,9.0,0.06,4.0,,87.5646,95043835453.5125,0.9203,1.1118,1,100000009504411.23
763,Torsion,10.0,0.06,4.0,,9.3148,135076892776.6113,0.1704,0.2214,1,100000013507692.34
764,Torsion,0,0.08,4.0,,15.3484,124513276324.8227,0.1414,0.3565,1,100000012451332.58
765,Torsion,1.0,0.08,4.0,,114.1638,71106903296.1856,3.1416,0.8082,1,100000007110727.34
766,Torsion,2.0,0.08,4.0,,154.0661,60400412257.9722,3.1416,1.0907,1,100000006040090.4
767,Torsion,3.0,0.08,4.0,,14.8649,107638295325.031,0.5961,0.4285,1,100000010763834.7
768,Torsion,4.0,0.08,4.0,,13.9385,120492107259.1449,0.1878,0.1714,0,12049215.1589
769,Torsion,5.0,0.08,4.0,,150.4574,55552197218.6376,3.1416,1.2619,1,100000005555267.94
770,Torsion,6.0,0.08,4.0,,82.9735,171561254505.9455,3.1416,1.2662,1,100000017156153.42
771,Torsion,7.0,0.08,4.0,,52.0357,136121576844.9539,3.1416,1.5507,1,100000013612176.58
772,Torsion,8.0,0.08,4.0,,131.2888,73647685493.515,3.1416,1.4396,1,100000007364811.14
773,Torsion,9.0,0.08,4.0,,7.4738,135000040110.7612,0.1922,0.1062,1,100000013500006.47
774,Torsion,10.0,0.08,4.0,,14.283,134635413892.524,0.2821,0.1536,1,100000013463545.98
775,Torsion,0,0.1,4.0,,6.5657,131425866227.2272,0.0969,0.1072,1,100000013142588.73
776,Torsion,1.0,0.1,4.0,,12.8335,92294479955.4022,0.3355,0.3194,1,100000009229452.3
777,Torsion,2.0,0.1,4.0,,7.9302,120307987177.0722,0.1362,0.2885,1,100000012030801.39
778,Torsion,3.0,0.1,4.0,,28.5418,115834006696.9897,0.2459,0.1937,1,100000011583409.55
779,Torsion,4.0,0.1,4.0,,7.8727,136585928469.2596,0.1893,0.2096,1,100000013658595.48
780,Torsion,5.0,0.1,4.0,,8.0661,136754972082.0503,0.2281,0.1969,1,100000013675499.92
781,Torsion,6.0,0.1,4.0,,11.0738,124155905629.6967,0.1305,0.1414,1,100000012415594.08
782,Torsion,7.0,0.1,4.0,,7.2655,135198282450.3408,0.1441,0.1666,1,100000013519830.64
783,Torsion,8.0,0.1,4.0,,8.302,134882613569.6695,0.2841,0.3631,1,100000013488264.3
784,Torsion,9.0,0.1,4.0,,6.6288,134906935560.1603,0.1453,0.1332,1,100000013490695.73
785,Torsion,10.0,0.1,4.0,,89.3191,76308771701.8845,3.1416,1.2279,1,100000007630907.03
786,Torsion,0,0.12,4.0,,8.2609,119996743498.4267,0.1354,0.1023,1,100000011999677.0
787,Torsion,1.0,0.12,4.0,,129.909,65224876041.7912,3.1414,1.5384,1,100000006522529.86
788,Torsion,2.0,0.12,4.0,,6.4937,110314905635.5305,0.0922,0.1555,1,100000011031492.69
789,Torsion,3.0,0.12,4.0,,116.5364,66326552584.8872,3.1412,0.9096,1,100000006632693.06
790,Torsion,4.0,0.12,4.0,,114.3552,63512260578.0642,3.1411,0.6923,1,100000006351263.05
